"time","sut.crane_angle","sut.control_force","sut.m_load","sut.desired_angle"
4.07,-0.11721326684655918,44.365530129551935,5,0
4.08,-0.11718986250736396,44.52066800472195,5,0
4.09,-0.11717602979130963,44.67739025930232,5,0
4.1,-0.11717166924679427,44.835641179890274,5,0
4.11,-0.11717671854775223,44.995377390396065,5,0
4.12,-0.11719109734797038,45.1565507838988,5,0
4.13,-0.11721468697633722,45.31910225255081,5,0
4.14,-0.11724738920896571,45.482979925319434,5,0
4.15,-0.11728910423157175,45.648132360832655,5,0
4.16,-0.11733973072725488,45.81450859742278,5,0
4.17,-0.11739916858689951,45.982058333940266,5,0
4.18,-0.11746737702074793,46.150734873007764,5,0
4.19,-0.11754422802370054,46.32048786010247,5,0
4.2,-0.11762962818106684,46.491269402760025,5,0
4.21,-0.11772348506389801,46.66303244062902,5,0
4.22,-0.11782570745252938,46.83573080228385,5,0
4.23,-0.117936205560123,47.009319262037764,5,0
4.24,-0.11805483458095693,47.18373575718712,5,0
4.25,-0.1181814600384199,47.358921943932394,5,0
4.26,-0.11831601205895788,47.534840267540574,5,0
4.27,-0.11845838302270413,47.711441732464976,5,0
4.28,-0.11860846396333595,47.88867734631235,5,0
4.29,-0.11876614454139664,48.06649809789422,5,0
4.3,-0.11893131283018538,48.24485493603269,5,0
4.31,-0.11910382791488182,48.4236988577607,5,0
4.32,-0.11928358517908876,48.60298062356472,5,0
4.33,-0.11947046308073751,48.78265094949311,5,0
4.34,-0.11966433771219012,48.962660426513025,5,0
4.35,-0.1198650827164914,49.14295949879146,5,0
4.36,-0.12007256920362097,49.32349844197642,5,0
4.37,-0.1202866840831581,49.50423606165222,5,0
4.38,-0.12050731303635523,49.68513164854962,5,0
4.39,-0.12073431289560438,49.866131918154565,5,0
4.4,-0.12096755299475626,50.047190608026476,5,0
4.41,-0.12120690110949695,50.22826183850029,5,0
4.42,-0.12145222346333412,50.40930013345661,5,0
4.43,-0.12170338473358315,50.59026044109205,5,0
4.44,-0.12196032289431043,50.77111435234624,5,0
4.45,-0.12222287623483125,50.951812680385146,5,0
4.46,-0.12249091799033393,51.13231461943069,5,0
4.47,-0.12276432423533641,51.31258081511821,5,0
4.48,-0.1230429720838509,51.492572994416044,5,0
4.49,-0.1233267398550142,51.67225402094894,5,0
4.5,-0.12361550407159283,51.851580510213395,5,0
4.51,-0.1239091416729719,52.03050769448908,5,0
4.52,-0.12420753696497,52.20900541534594,5,0
4.53,-0.12451057299574696,52.387037530438256,5,0
4.54,-0.12481813458084588,52.56456868606486,5,0
4.55,-0.12513010845165567,52.74156433216123,5,0
4.56,-0.12544638340387274,52.917990737291184,5,0
4.57,-0.12576674660758264,53.09379249020519,5,0
4.58,-0.12609111678726784,53.268943038927524,5,0
4.59,-0.1264193741676722,53.44340780373898,5,0
4.6,-0.12675139166210936,53.61715092198772,5,0
4.61,-0.1270870412401367,53.790136611482644,5,0
4.62,-0.12742619384111387,53.962329134555176,5,0
4.63,-0.12776872275272697,54.13369658386178,5,0
4.64,-0.12811450243754585,54.304209647520196,5,0
4.65,-0.128463398299602,54.473830381392254,5,0
4.66,-0.12881527842736815,54.64252522060018,5,0
4.67,-0.12917000977278192,54.81026082452143,5,0
4.68,-0.12952745808590396,54.97700406412327,5,0
4.69,-0.12988748784957713,55.1427220092977,5,0
4.7,-0.1302500218473734,55.30740087689959,5,0
4.71,-0.13061491167779515,55.4710048681971,5,0
4.72,-0.13098202498227474,55.633503911562464,5,0
4.73,-0.13135123606609717,55.794870688457664,5,0
4.74,-0.13172241992360953,55.955078741830064,5,0
4.75,-0.1320954523162645,56.11410250903708,5,0
4.76,-0.13247022297071598,56.27191788491249,5,0
4.77,-0.1328466369650698,56.428502307551746,5,0
4.78,-0.1332245635685812,56.5838327208491,5,0
4.79,-0.133603891519958,56.73788783789865,5,0
4.8,-0.13398451211400614,56.89064748734759,5,0
4.81,-0.13436631937050014,57.04209264999087,5,0
4.82,-0.13474921020305353,57.19220549536576,5,0
4.83,-0.135133037017205,57.340947891159985,5,0
4.84,-0.13551770724482246,57.48830640564848,5,0
4.85,-0.13590312306620858,57.634264990339474,5,0
4.86,-0.13628918152758654,57.77880499331614,5,0
