"time","sut.crane_angle","sut.desired_angle","sut.m_load","sut.control_force"
0.58,-0.048033257560788904,0,4,35.7573762699979
0.59,-0.04945196986515074,0,4,36.35354563027972
0.6,-0.050881320701730945,0,4,36.94594892335513
0.61,-0.05232083933093031,0,4,37.53446486558042
0.62,-0.05377005304834616,0,4,38.118972501494596
0.63,-0.05522848405561204,0,4,38.69934904640862
0.64,-0.056695658337938985,0,4,39.27547521052196
0.65,-0.05817109961634026,0,4,39.84722572646495
0.66,-0.059654336242555596,0,4,40.414486956944145
0.67,-0.06114489604739166,0,4,40.977143738891726
0.68,-0.06264231888945293,0,4,41.535089460500636
0.69,-0.06414614405604697,0,4,42.088218485430566
0.7,-0.06565590554015896,0,4,42.63642331286813
0.71,-0.06717114227127556,0,4,43.179600129638516
0.72,-0.06869138932297761,0,4,43.71763883902463
0.73,-0.07021619006418156,0,4,44.25044143887574
0.74,-0.07174508714648495,0,4,44.777908390445226
0.75,-0.07327763637597758,0,4,45.299948296504276
0.76,-0.07481339445102315,0,4,45.81647129070727
0.77,-0.07635191257814353,0,4,46.32738559587723
0.78,-0.07789274798876433,0,4,46.83260327901918
0.79,-0.07943545254827283,0,4,47.332029908921356
0.8,-0.08097958974667276,0,4,47.825583416988394
0.81,-0.08252472218456859,0,4,48.31318020579543
0.82,-0.0840704264584248,0,4,48.79474436717706
0.83,-0.08561628153051977,0,4,49.270201997836054
0.84,-0.0871618606581665,0,4,49.739477254607166
0.85,-0.0887067441509798,0,4,50.20249824446084
0.86,-0.09025050552691452,0,4,50.659186414485745
0.87,-0.09179273293113907,0,4,51.10947570500225
0.88,-0.09333301346608862,0,4,51.55329853723505
0.89,-0.09487094878457261,0,4,51.990594527763946
0.9,-0.0964061443495836,0,4,52.421305688183836
0.91,-0.09793819973027695,0,4,52.84537208788252
0.92,-0.09946672248302336,0,4,53.262737798069494
0.93,-0.1009913120097211,0,4,53.67334012966673
0.94,-0.10251158504172848,0,4,54.077128878713694
0.95,-0.1040271571155486,0,4,54.47405233684847
0.96,-0.10553765861034545,0,4,54.86406547283357
0.97,-0.10704272508723667,0,4,55.24712595536282
0.98,-0.1085419860628848,0,4,55.62318953128833
0.99,-0.11003507986754711,0,4,55.99221595146007
1,-0.11152163540222013,0,4,56.35415817860978
1.01,-0.11300130127167328,0,4,56.7089815121091
1.02,-0.11447372473802454,0,4,57.05664977177101
1.03,-0.11593856797336147,0,4,57.397132922954036
1.04,-0.11739549959667438,0,4,57.73040385299609
1.05,-0.11884418207146351,0,4,58.056433570986854
1.06,-0.12028428738628223,0,4,58.37519704559438
1.07,-0.12171547693871503,0,4,58.6866625009985
1.08,-0.12313743385655238,0,4,58.9908102221809
1.09,-0.12454983978640842,0,4,59.28761904994642
1.1,-0.12595239115748152,0,4,59.577073432397086
1.11,-0.12734479197874268,0,4,59.859160881792945
1.12,-0.12872674003769588,0,4,60.133867101666766
1.13,-0.13009794323732685,0,4,60.40118166578776
1.14,-0.1314580978543141,0,4,60.66108751362981
1.15,-0.13280692357144638,0,4,60.913579257839785
1.16,-0.1341441384625049,0,4,61.15865011167473
1.17,-0.1354694750880616,0,4,61.3962983569786
1.18,-0.13678267456996013,0,4,61.62652540531583
1.19,-0.13808347179387778,0,4,61.84933095615826
1.2,-0.13937161222552177,0,4,62.064718447146255
1.21,-0.14064682880521906,0,4,62.27268485266444
1.22,-0.14190887920772335,0,4,62.473238335706185
1.23,-0.1431575193826611,0,4,62.66638571263783
1.24,-0.1443925193273773,0,4,62.85213833492047
1.25,-0.14561365841679513,0,4,63.03051067638644
1.26,-0.14682070983025985,0,4,63.201515622339556
1.27,-0.1480134576634778,0,4,63.36516962415999
1.28,-0.14919167273141984,0,4,63.521482894634744
1.29,-0.15035515157123303,0,4,63.67047626875439
1.3,-0.1515036888914908,0,4,63.81216929363844
1.31,-0.15263709288947483,0,4,63.94658552814023
1.32,-0.15375518178216868,0,4,64.07375157737097
1.33,-0.15485776768941845,0,4,64.19369260714333
1.34,-0.155944673826537,0,4,64.30643712892919
1.35,-0.15701570963454267,0,4,64.4120077311461
1.36,-0.15807071076401055,0,4,64.51043692281188
1.37,-0.15910951106106827,0,4,64.60175603295788
1.38,-0.16013195717419176,0,4,64.68599988214416
1.39,-0.16113790623453508,0,4,64.76320619707192
1.4,-0.16212720943379152,0,4,64.83341143745831
1.41,-0.16309972894178193,0,4,64.89665509506315
1.42,-0.16405531348396574,0,4,64.95297133052412
1.43,-0.16499383715567023,0,4,65.00240311142505
1.44,-0.16591517296101418,0,4,65.04499257385892
1.45,-0.16681920577172252,0,4,65.08078478395717
1.46,-0.16770583122467064,0,4,65.10982751548062
1.47,-0.1685749392339204,0,4,65.13216746668289
1.48,-0.16942643045497788,0,4,65.14785403800762
1.49,-0.1702601925525708,0,4,65.1569318680814
1.5,-0.17107613745864153,0,4,65.15945332618311
1.51,-0.17187417671866417,0,4,65.15547024595385
1.52,-0.17265423275467234,0,4,65.14503686469162
1.53,-0.17341623885784785,0,4,65.12820987698778
1.54,-0.1741601228699902,0,4,65.10504510757093
1.55,-0.17488582302829894,0,4,65.07560074187143
1.56,-0.17559326512947296,0,4,65.03993074348125
1.57,-0.17628239792517852,0,4,64.99809577850166
1.58,-0.17695317045407216,0,4,64.95015621936886
1.59,-0.17760554160584638,0,4,64.89617435390248
1.6,-0.17823948107009843,0,4,64.83621463257063
1.61,-0.17885495341313978,0,4,64.77034085009608
1.62,-0.17945193315188743,0,4,64.69861881352472
1.63,-0.18003038298495588,0,4,64.62111061397168
1.64,-0.18059028709297958,0,4,64.53788407306422
1.65,-0.18113163056670895,0,4,64.44900690722304
1.66,-0.18165440730738333,0,4,64.35454830024142
1.67,-0.18215862178193437,0,4,64.25457926791972
1.68,-0.18264427370681854,0,4,64.14917038692005
1.69,-0.18311137221674548,0,4,64.0383938957645
1.7,-0.18355991529998128,0,4,63.92231878580802
1.71,-0.18398992083734628,0,4,63.80101886882596
1.72,-0.18440140817722434,0,4,63.67456798803137
1.73,-0.18479440444007558,0,4,63.54304104757829
1.74,-0.1851689469239756,0,4,63.40651442583872
1.75,-0.1855250685884979,0,4,63.265064275286676
1.76,-0.18586281120326187,0,4,63.11876806244544
1.77,-0.18618220609337055,0,4,62.96770043658133
1.78,-0.18648330280999206,0,4,62.81194002318902
1.79,-0.1867661528518518,0,4,62.6515655668042
1.8,-0.18703081446839992,0,4,62.4866565085477
1.81,-0.18727735555840633,0,4,62.3172933878704
1.82,-0.18750584012448598,0,4,62.14355672284072
1.83,-0.18771634030732443,0,4,61.96552800493247
1.84,-0.18790891851816335,0,4,61.78328629878411
1.85,-0.18808365368579136,0,4,61.59691386954914
1.86,-0.18824062708067946,0,4,61.406493143593195
1.87,-0.18837992573248635,0,4,61.21210692130349
1.88,-0.18850164566746472,0,4,61.01383871629756
1.89,-0.18860587947885493,0,4,60.81177221202747
1.9,-0.18869272717453053,0,4,60.60599173601566
1.91,-0.18876227974677298,0,4,60.39657954007773
1.92,-0.1888146429856214,0,4,60.18362037070584
1.93,-0.1888499253257432,0,4,59.967199136576255
1.94,-0.1888682400099127,0,4,59.74740083861973
1.95,-0.1888697085177849,0,4,59.52431080507092
1.96,-0.18885444937005635,0,4,59.298014708306766
1.97,-0.18882258773947042,0,4,59.068598550391684
1.98,-0.18877424048383606,0,4,58.83614657035669
1.99,-0.18870953755445177,0,4,58.60074486629953
2,-0.18862861175651724,0,4,58.36247966294454
2.01,-0.18853159980132325,0,4,58.12143703468661
2.02,-0.18841864578888637,0,4,57.87770300407708
2.03,-0.18828989133550617,0,4,57.63136409262858
2.04,-0.18814548391988856,0,4,57.38250685516672
2.05,-0.18798556338348915,0,4,57.13121635904947
2.06,-0.18781028099558128,0,4,56.87757896471517
2.07,-0.1876197909949628,0,4,56.62168109208135
2.08,-0.18741425068024611,0,4,56.36360880522161
2.09,-0.1871938238212541,0,4,56.10344775063805
2.1,-0.1869586721713595,0,4,55.84128420753682
2.11,-0.1867089625413048,0,4,55.57720421250324
2.12,-0.18644485475150724,0,4,55.31129255488243
2.13,-0.18616651844269608,0,4,55.043634819234484
2.14,-0.18587412624933067,0,4,54.77431655591987
2.15,-0.185567853080018,0,4,54.50342278853167
2.16,-0.18524787934676276,0,4,54.23103777637
2.17,-0.18491438389613543,0,4,53.957246523393835
2.18,-0.18456754982265663,0,4,53.68213353726384
2.19,-0.18420755384071852,0,4,53.4057822854291
2.2,-0.18383458095193067,0,4,53.128276598479566
2.21,-0.18344881908854802,0,4,52.84970015763625
2.22,-0.1830504577351384,0,4,52.57013597831758
2.23,-0.1826396908801236,0,4,52.289665988481076
2.24,-0.18221671137406878,0,4,52.0083729508976
2.25,-0.18178171551189726,0,4,51.72633890187413
2.26,-0.1813348937775614,0,4,51.443645013807036
2.27,-0.18087644349663515,0,4,51.160372452894805
2.28,-0.18040656478067044,0,4,50.8766021042082
2.29,-0.17992545863729412,0,4,50.592414077080214
2.3,-0.17943332956438948,0,4,50.307887097362475
2.31,-0.17893038132012629,0,4,50.02310079457045
2.32,-0.1784168203185637,0,4,49.73813386588051
2.33,-0.1778928476881218,0,4,49.45306429289813
2.34,-0.17735867005085304,0,4,49.16796974078528
2.35,-0.17681449659551235,0,4,48.882927449884164
2.36,-0.17626053681680287,0,4,48.598013801212446
2.37,-0.17569700268853963,0,4,48.313303526212515
2.38,-0.17512410580873575,0,4,48.02887230836113
2.39,-0.1745420596662694,0,4,47.744794717613956
2.4,-0.17395107294450257,0,4,47.46114473174411
2.41,-0.17335135857738446,0,4,47.17799575687438
2.42,-0.17274313177961736,0,4,46.89542062301122
2.43,-0.17212660754731768,0,4,46.613491240981354
2.44,-0.17150200236218957,0,4,46.332277637985584
2.45,-0.17086953265614835,0,4,46.05185082215924
2.46,-0.1702294160177369,0,4,45.772280531755
2.47,-0.16958186566479463,0,4,45.493636014461
2.48,-0.16892709793246516,0,4,45.215985741874476
2.49,-0.16826533109261893,0,4,44.939397454518605
2.5,-0.16759678273826967,0,4,44.66393793520005
2.51,-0.16692167098585942,0,4,44.38967188268085
2.52,-0.16624021418751697,0,4,44.116664987196785
2.53,-0.16555263115494082,0,4,43.84498153749388
2.54,-0.1648591367196802,0,4,43.57468541486141
2.55,-0.16415994780965995,0,4,43.3058395665218
2.56,-0.16345528289641678,0,4,43.0385060535346
2.57,-0.16274535937468765,0,4,42.772745959848834
2.58,-0.162030394244151,0,4,42.50861811974196
2.59,-0.16131060498338298,0,4,42.24618235231948
2.6,-0.16058620887615313,0,4,41.98549696814433
2.61,-0.15985741957443128,0,4,41.72661993815316
2.62,-0.1591244519186826,0,4,41.46960818353422
2.63,-0.1583875218599167,0,4,41.2145175872112
2.64,-0.1576468436791902,0,4,40.96140304491155
2.65,-0.15690262902059468,0,4,40.71031702997383
2.66,-0.15615509178597567,0,4,40.461313026871046
2.67,-0.15540444439488843,0,4,40.21444290766277
2.68,-0.15465089873637747,0,4,39.969757599645064
2.69,-0.15389466616897723,0,4,39.72730708535061
2.7,-0.15313595752071166,0,4,39.48714040254863
2.71,-0.15237498153338166,0,4,39.24930595264706
2.72,-0.1516119394260095,0,4,39.01385257842699
2.73,-0.15084704380427627,0,4,38.78082581546465
2.74,-0.15008050162171613,0,4,38.550271269878266
2.75,-0.14931251911840723,0,4,38.32223363928942
2.76,-0.14854330182097192,0,4,38.09675671282324
2.77,-0.14777305454257653,0,4,37.87388337110819
2.78,-0.14700196431576393,0,4,37.653651746389
2.79,-0.14623023852006453,0,4,37.436103800735324
2.8,-0.14545807899695226,0,4,37.22127950224887
2.81,-0.14468568471798474,0,4,37.00921742535967
2.82,-0.1439132536812866,0,4,36.79995517750979
2.83,-0.143140982911549,0,4,36.593529399153205
2.84,-0.14236905456074156,0,4,36.389973812655
2.85,-0.14159765517098066,0,4,36.18932192630023
2.86,-0.14082698363291635,0,4,35.991608151445845
2.87,-0.14005722925049433,0,4,35.79686472337998
2.88,-0.1392885800272523,0,4,35.605122864504054
2.89,-0.13852122266631978,0,4,35.41641278433255
2.9,-0.13775533794955602,0,4,35.23076342347813
2.91,-0.13699109294869888,0,4,35.048202022116946
2.92,-0.1362286782548305,0,4,34.86875618265569
2.93,-0.13546827220825952,0,4,34.69245188791848
2.94,-0.13471005156700297,0,4,34.519314092225066
2.95,-0.13395419150678603,0,4,34.34936672139079
2.96,-0.1332008656210426,0,4,34.18263267272664
2.97,-0.13245023098043365,0,4,34.01913414507918
2.98,-0.1317024630077124,0,4,33.85889186843377
2.99,-0.13095772926374732,0,4,33.7019256829896
3,-0.13021619465781314,0,4,33.54825442406267
3.01,-0.12947802231899663,0,4,33.397895902836254
3.02,-0.12874337359619661,0,4,33.250866906360784
3.03,-0.12801239993442065,0,4,33.107183458080414
3.04,-0.12728525587281864,0,4,32.96686040098713
3.05,-0.1265620993775176,0,4,32.82991138694686
3.06,-0.12584308262714589,0,4,32.69634917220684
3.07,-0.12512835584324392,0,4,32.566185494554674
3.08,-0.12441806729026447,0,4,32.43943107331836
3.09,-0.12371236022790512,0,4,32.31609579847299
3.1,-0.1230113702359125,0,4,32.196188896635746
3.11,-0.12231524245557289,0,4,32.079717861237306
3.12,-0.12162411458915103,0,4,31.96668950740083
3.13,-0.12093812194879776,0,4,31.857109658659027
3.14,-0.1202573974275431,0,4,31.750983148753914
3.15,-0.11958207147029003,0,4,31.64831382343675
3.16,-0.11891227204480759,0,4,31.549104542267877
3.17,-0.11824812461272466,0,4,31.453357180416504
3.18,-0.11758975210052305,0,4,31.36107263046061
3.19,-0.1169372748705313,0,4,31.27225080418677
3.2,-0.11629081069191774,0,4,31.186890634389982
3.21,-0.1156504747116844,0,4,31.104990076673605
3.22,-0.1150163874820807,0,4,31.026548308566984
3.23,-0.11438865892453307,0,4,30.951561365539366
3.24,-0.11376739399348293,0,4,30.880023695473138
3.25,-0.11315269826221656,0,4,30.811929691860836
3.26,-0.11254467467126353,0,4,30.74727281667057
3.27,-0.11194342350599616,0,4,30.68604560394762
3.28,-0.11134904237422923,0,4,30.628239663416053
3.29,-0.11076162618381931,0,4,30.573845684080304
3.3,-0.11018126712026444,0,4,30.522853437826804
3.31,-0.10960805462430359,0,4,30.47525178302554
3.32,-0.10904207536951623,0,4,30.431028668131678
3.33,-0.10848341785559007,0,4,30.390173259520566
3.34,-0.10793217297524862,0,4,30.35267621631106
3.35,-0.10738841145164828,0,4,30.318519320464
3.36,-0.1068522099460306,0,4,30.287687506016052
3.37,-0.10632364236934178,0,4,30.26016487440434
3.38,-0.10580277986549334,0,4,30.23593470067334
3.39,-0.10528969079462261,0,4,30.214979439681848
3.4,-0.10478444071635334,0,4,30.197280732309906
3.41,-0.10428709237305644,0,4,30.1828194116658
3.42,-0.10379770567311028,0,4,30.171575509292886
3.43,-0.10331633986381904,0,4,30.16352888385149
3.44,-0.10284308014894573,0,4,30.158666798904637
3.45,-0.10237795843786326,0,4,30.15696140448847
3.46,-0.1019210257446982,0,4,30.15839032967347
3.47,-0.10147233042634728,0,4,30.16293050704328
3.48,-0.10103191817687217,0,4,30.17055818206689
3.49,-0.10059983202189364,0,4,30.181248922470665
3.5,-0.10017611231298656,0,4,30.19497762761046
3.51,-0.09976079672207415,0,4,30.21171853784379
3.52,-0.0993539202358227,0,4,30.231445243901845
3.53,-0.09895551515003616,0,4,30.254130696261658
3.54,-0.09856562075889037,0,4,30.27974814987006
3.55,-0.09818426030146124,0,4,30.3082689498725
3.56,-0.09781145742053664,0,4,30.33966412946156
3.57,-0.09744723458134553,0,4,30.373904267229786
3.58,-0.09709161162561002,0,4,30.41095935757855
3.59,-0.0967446057698749,0,4,30.45079882046978
3.6,-0.09640623160383695,0,4,30.493391511177652
3.61,-0.09607650108867483,0,4,30.538705730040405
3.62,-0.09575542355537835,0,4,30.58670923221206
3.63,-0.09544300570307819,0,4,30.637369237414166
3.64,-0.09513926804422965,0,4,30.6906560665609
3.65,-0.09484421473322377,0,4,30.74653649846058
3.66,-0.0945578384305338,0,4,30.80497485258125
3.67,-0.09428013772836036,0,4,30.865936841887844
3.68,-0.09401110882268858,0,4,30.929387746477747
3.69,-0.09375074552208815,0,4,30.99529242564155
3.7,-0.09349903925651316,0,4,31.063615329923635
3.71,-0.09325597908610248,0,4,31.134320513183027
3.72,-0.09302155170997954,0,4,31.20737164465406
3.73,-0.09279574147505248,0,4,31.28273202100702
3.74,-0.09257853410197364,0,4,31.360364868530386
3.75,-0.09236991422873934,0,4,31.44023316278453
3.76,-0.0921698552394106,0,4,31.522298846115007
3.77,-0.09197833306512894,0,4,31.6065239161852
3.78,-0.09179532142127919,0,4,31.692870065614308
3.79,-0.09162079182033639,0,4,31.781298694354
3.8,-0.09145471358471284,0,4,31.871770922064957
3.81,-0.09129705385960499,0,4,31.964247600493405
3.82,-0.09114777762584052,0,4,32.058689325847745
3.83,-0.09100684771272519,0,4,32.1550564511751
3.84,-0.09087422755445315,0,4,32.253309491689556
3.85,-0.090749891839308,0,4,32.353410660559426
3.86,-0.09063378671556802,0,4,32.4553181798641
3.87,-0.09052586820604365,0,4,32.55899179312076
3.88,-0.09042609041919765,0,4,32.66439108733766
3.89,-0.0903344055696381,0,4,32.771475506485864
3.9,-0.09025076399861208,0,4,32.88020436497101
3.91,-0.0901751141944988,0,4,32.99053686110504
3.92,-0.09010740281330283,0,4,33.1024320905779
3.93,-0.09004757469914755,0,4,33.21584905992929
3.94,-0.08999557290476845,0,4,33.330746700020384
3.95,-0.08995134572981471,0,4,33.447082830738225
3.96,-0.08991482920430324,0,4,33.56481679526775
3.97,-0.08988596130496272,0,4,33.683907352082876
3.98,-0.08986467880084466,0,4,33.80431316288435
3.99,-0.08985091683919445,0,4,33.92599287102314
4,-0.08984460896881424,0,4,34.04890511454328
4.01,-0.08984568716342593,0,4,34.17300853922478
4.02,-0.08985408184503396,0,4,34.29826181162644
4.03,-0.08986972190728854,0,4,34.424623632128814
4.04,-0.08989253473884833,0,4,34.55205274797701
4.05,-0.08992245537831577,0,4,34.68050779055
4.06,-0.08995940766404414,0,4,34.80994765170057
4.07,-0.09000331249073591,0,4,34.94033133831661
4.08,-0.09005409265596884,0,4,35.07161789252293
4.09,-0.09011166968914311,0,4,35.20376646621353
4.1,-0.09017596388002576,0,4,35.336736333994644
4.11,-0.09024689430729524,0,4,35.470486906127945
4.12,-0.090324378867086,0,4,35.60497774147361
4.13,-0.09040833430153304,0,4,35.74016856043357
4.14,-0.09049867622731647,0,4,35.876019257894555
4.15,-0.09059532087718862,0,4,36.01248867286098
4.16,-0.09069818304466028,0,4,36.14953611389593
4.17,-0.09080717387903428,0,4,36.28712299318255
4.18,-0.09092220512155774,0,4,36.42520978551787
4.19,-0.09104318756541266,0,4,36.563757179737486
4.2,-0.09117003108577258,0,4,36.70272609056132
4.21,-0.09130264466985895,0,4,36.842077670439465
4.22,-0.09144093644699766,0,4,36.9817733213979
4.23,-0.09158481371867538,0,4,37.12177470688428
4.24,-0.09173418298859613,0,4,37.26204376361365
4.25,-0.09188895138942149,0,4,37.40254216828389
4.26,-0.09204902844926897,0,4,37.54323067168226
4.27,-0.0922143153929746,0,4,37.68407329801591
4.28,-0.09238471638805562,0,4,37.82503297915131
4.29,-0.0925601350116305,0,4,37.9660729571642
4.3,-0.09274047428299098,0,4,38.1071567952037
4.31,-0.09292563669617397,0,4,38.248248388356245
4.32,-0.09311552425253339,0,4,38.38931197450949
4.33,-0.09331003849331222,0,4,38.53031214521629
4.34,-0.09350908053221449,0,4,38.67121385655879
4.35,-0.09371255107596528,0,4,38.811982396742934
4.36,-0.09392034930122921,0,4,38.95257923401127
4.37,-0.09413237593661457,0,4,39.092973012318566
4.38,-0.09434853061465115,0,4,39.23312990603071
4.39,-0.09456871269309411,0,4,39.37301647199653
4.4,-0.09479282128704655,0,4,39.51259965879339
4.41,-0.09502075530108223,0,4,39.6518468159728
4.42,-0.09525241346136838,0,4,39.790725703306045
4.43,-0.09548769434778819,0,4,39.92920450002973
4.44,-0.09572649642606353,0,4,40.06725181409143
4.45,-0.0959687180798777,0,4,40.20483669139519
4.46,-0.09621425738317717,0,4,40.34192543315219
4.47,-0.09646301271738748,0,4,40.478488792986106
4.48,-0.09671488244452353,0,4,40.61449757571676
4.49,-0.09696976491117067,0,4,40.74992230088956
4.5,-0.09722755853947393,0,4,40.884733935192386
4.51,-0.09748816185913078,0,4,41.018903900107354
4.52,-0.09775147353938408,0,4,41.15240407956261
4.53,-0.09801739242101525,0,4,41.285206827584204
4.54,-0.0982858175483368,0,4,41.417284975947766
4.55,-0.09855664820118562,0,4,41.54861184183045
4.56,-0.09882978087089643,0,4,41.67915865868238
4.57,-0.09910511419597137,0,4,41.80889871856999
4.58,-0.09938254990294691,0,4,41.93780814617381
4.59,-0.09966198802059222,0,4,42.065861844163095
4.6,-0.09994332892123377,0,4,42.193035195079794
4.61,-0.10022647335049165,0,4,42.319304067087465
4.62,-0.10051132245701562,0,4,42.444644819720274
4.63,-0.1007977778222216,0,4,42.56903430963206
4.64,-0.10108574149002778,0,4,42.692449896345266
4.65,-0.10137511599659076,0,4,42.81486944799994
4.66,-0.10166580275786385,0,4,42.93626996766443
4.67,-0.10195770217465118,0,4,43.05662766235192
4.68,-0.102250720788297,0,4,43.17592393460755
4.69,-0.10254476291987956,0,4,43.294138340157495
4.7,-0.1028397334820441,0,4,43.411250930634004
4.71,-0.10313553800657313,0,4,43.5272422575049
4.72,-0.10343208267195626,0,4,43.642093376002855
4.73,-0.10372927433096038,0,4,43.755785849054774
4.74,-0.10402702053819943,0,4,43.868301751211135
4.75,-0.10432522957770489,0,4,43.97962367257545
4.76,-0.10462380973413239,0,4,44.08973433487259
4.77,-0.10492266249498645,0,4,44.19861309535892
4.78,-0.10522170364482496,0,4,44.30624675366649
4.79,-0.1055208438865452,0,4,44.41261960424097
4.8,-0.10581999470986905,0,4,44.51771643547695
4.81,-0.10611906841534612,0,4,44.62152253181817
4.82,-0.10641797813835709,0,4,44.72402367585799
4.83,-0.10671663787311694,0,4,44.825206150439655
4.84,-0.10701496249667826,0,4,44.92505674075662
4.85,-0.10731286779293463,0,4,45.023562736453
4.86,-0.10761027047662373,0,4,45.1207119337238
4.87,-0.10790708035469705,0,4,45.21648893715873
4.88,-0.10820321923442915,0,4,45.31088404894584
4.89,-0.10849860702578071,0,4,45.40388671926885
4.9,-0.10879316358773881,0,4,45.49548640602268
4.91,-0.10908680974865327,0,4,45.58567304580096
4.92,-0.1093794673267456,0,4,45.67443705435196
4.93,-0.10967105915061831,0,4,45.761769327034585
4.94,-0.10996150907976412,0,4,45.8476612392743
4.95,-0.11025074202507489,0,4,45.93210464701913
4.96,-0.11053868396935101,0,4,46.015091887195624
4.97,-0.11082525530210373,0,4,46.09661349471944
4.98,-0.11111038348909222,0,4,46.1766625231175
4.99,-0.11139400009814109,0,4,46.25523352217293
5,-0.11167603463615819,0,4,46.332320426462914
5.01,-0.11195641768691789,0,4,46.40791762049277
5.02,-0.11223508092734481,0,4,46.48201993770873
5.03,-0.1125119571437975,0,4,46.554622659510706
5.04,-0.11278698024835208,0,4,46.62572151426514
5.05,-0.11306008529508603,0,4,46.69531267631769
5.06,-0.11333120849636164,0,4,46.76339276500613
5.07,-0.11360028339683532,0,4,46.82995769171293
5.08,-0.11386724400572341,0,4,46.89500359308699
5.09,-0.11413203386349119,0,4,46.95852954347691
5.1,-0.11439459308856147,0,4,47.02053366550899
5.11,-0.11465486294825002,0,4,47.0810144946396
5.12,-0.11491278587107767,0,4,47.13997097697705
5.13,-0.1151683054590827,0,4,47.19740246710389
5.14,-0.11542136650013288,0,4,47.25330872589885
5.15,-0.11567191498023782,0,4,47.30768991835906
5.16,-0.11591989809586094,0,4,47.36054661142199
5.17,-0.11616526260698644,0,4,47.4118794108349
5.18,-0.11640794978766288,0,4,47.46168785783804
5.19,-0.11664791595874395,0,4,47.50997489100756
5.2,-0.11688511238144242,0,4,47.55674246743627
5.21,-0.11711949149592989,0,4,47.60199291502447
5.22,-0.11735100692953783,0,4,47.64572892940757
5.23,-0.11757961350495919,0,4,47.687953570884076
5.24,-0.11780526724844921,0,4,47.72867026134324
5.25,-0.1180279253980273,0,4,47.767882781192974
5.26,-0.11824754641167783,0,4,47.80559526628761
5.27,-0.11846408997555163,0,4,47.84181220485564
5.28,-0.1186775078406525,0,4,47.876536804829954
5.29,-0.11888776699459919,0,4,47.909775106484425
5.3,-0.11909483048260841,0,4,47.94153257017076
5.31,-0.11929866212024286,0,4,47.97181490915151
5.32,-0.11949922690653948,0,4,48.000628158475514
5.33,-0.11969649102854978,0,4,48.027978671255234
5.34,-0.11989042186587956,0,4,48.05387311494394
5.35,-0.12008098799522929,0,4,48.07831846761302
