"time","sut.crane_angle","sut.control_force","sut.m_load","sut.desired_angle"
1.48,-0.16942643045497788,65.14785403800762,4,0
1.49,-0.1702601925525708,65.1569318680814,4,0
1.5,-0.17107613745864153,65.15945332618311,4,0
1.51,-0.17187417671866417,65.15547024595385,4,0
1.52,-0.17265423275467234,65.14503686469162,4,0
1.53,-0.17341623885784785,65.12820987698778,4,0
1.54,-0.1741601228699902,65.10504510757093,4,0
1.55,-0.17488582302829894,65.07560074187143,4,0
1.56,-0.17559326512947296,65.03993074348125,4,0
1.57,-0.17628239792517852,64.99809577850166,4,0
1.58,-0.17695317045407216,64.95015621936886,4,0
1.59,-0.17760554160584638,64.89617435390248,4,0
1.6,-0.17823948107009843,64.83621463257063,4,0
1.61,-0.17885495341313978,64.77034085009608,4,0
1.62,-0.17945193315188743,64.69861881352472,4,0
1.63,-0.18003038298495588,64.62111061397168,4,0
1.64,-0.18059028709297958,64.53788407306422,4,0
1.65,-0.18113163056670895,64.44900690722304,4,0
1.66,-0.18165440730738333,64.35454830024142,4,0
1.67,-0.18215862178193437,64.25457926791972,4,0
1.68,-0.18264427370681854,64.14917038692005,4,0
1.69,-0.18311137221674548,64.0383938957645,4,0
1.7,-0.18355991529998128,63.92231878580802,4,0
1.71,-0.18398992083734628,63.80101886882596,4,0
1.72,-0.18440140817722434,63.67456798803137,4,0
1.73,-0.18479440444007558,63.54304104757829,4,0
1.74,-0.1851689469239756,63.40651442583872,4,0
1.75,-0.1855250685884979,63.265064275286676,4,0
1.76,-0.18586281120326187,63.11876806244544,4,0
1.77,-0.18618220609337055,62.96770043658133,4,0
1.78,-0.18648330280999206,62.81194002318902,4,0
1.79,-0.1867661528518518,62.6515655668042,4,0
1.8,-0.18703081446839992,62.4866565085477,4,0
1.81,-0.18727735555840633,62.3172933878704,4,0
1.82,-0.18750584012448598,62.14355672284072,4,0
1.83,-0.18771634030732443,61.96552800493247,4,0
1.84,-0.18790891851816335,61.78328629878411,4,0
1.85,-0.18808365368579136,61.59691386954914,4,0
1.86,-0.18824062708067946,61.406493143593195,4,0
1.87,-0.18837992573248635,61.21210692130349,4,0
1.88,-0.18850164566746472,61.01383871629756,4,0
1.89,-0.18860587947885493,60.81177221202747,4,0
1.9,-0.18869272717453053,60.60599173601566,4,0
1.91,-0.18876227974677298,60.39657954007773,4,0
1.92,-0.1888146429856214,60.18362037070584,4,0
1.93,-0.1888499253257432,59.967199136576255,4,0
1.94,-0.1888682400099127,59.74740083861973,4,0
1.95,-0.1888697085177849,59.52431080507092,4,0
1.96,-0.18885444937005635,59.298014708306766,4,0
1.97,-0.18882258773947042,59.068598550391684,4,0
1.98,-0.18877424048383606,58.83614657035669,4,0
1.99,-0.18870953755445177,58.60074486629953,4,0
2,-0.18862861175651724,58.36247966294454,4,0
2.01,-0.18853159980132325,58.12143703468661,4,0
2.02,-0.18841864578888637,57.87770300407708,4,0
2.03,-0.18828989133550617,57.63136409262858,4,0
2.04,-0.18814548391988856,57.38250685516672,4,0
2.05,-0.18798556338348915,57.13121635904947,4,0
2.06,-0.18781028099558128,56.87757896471517,4,0
2.07,-0.1876197909949628,56.62168109208135,4,0
2.08,-0.18741425068024611,56.36360880522161,4,0
2.09,-0.1871938238212541,56.10344775063805,4,0
2.1,-0.1869586721713595,55.84128420753682,4,0
2.11,-0.1867089625413048,55.57720421250324,4,0
2.12,-0.18644485475150724,55.31129255488243,4,0
2.13,-0.18616651844269608,55.043634819234484,4,0
2.14,-0.18587412624933067,54.77431655591987,4,0
2.15,-0.185567853080018,54.50342278853167,4,0
2.16,-0.18524787934676276,54.23103777637,4,0
2.17,-0.18491438389613543,53.957246523393835,4,0
2.18,-0.18456754982265663,53.68213353726384,4,0
2.19,-0.18420755384071852,53.4057822854291,4,0
2.2,-0.18383458095193067,53.128276598479566,4,0
2.21,-0.18344881908854802,52.84970015763625,4,0
2.22,-0.1830504577351384,52.57013597831758,4,0
2.23,-0.1826396908801236,52.289665988481076,4,0
2.24,-0.18221671137406878,52.0083729508976,4,0
2.25,-0.18178171551189726,51.72633890187413,4,0
2.26,-0.1813348937775614,51.443645013807036,4,0
2.27,-0.18087644349663515,51.160372452894805,4,0
2.28,-0.18040656478067044,50.8766021042082,4,0
2.29,-0.17992545863729412,50.592414077080214,4,0
2.3,-0.17943332956438948,50.307887097362475,4,0
2.31,-0.17893038132012629,50.02310079457045,4,0
2.32,-0.1784168203185637,49.73813386588051,4,0
2.33,-0.1778928476881218,49.45306429289813,4,0
2.34,-0.17735867005085304,49.16796974078528,4,0
2.35,-0.17681449659551235,48.882927449884164,4,0
2.36,-0.17626053681680287,48.598013801212446,4,0
2.37,-0.17569700268853963,48.313303526212515,4,0
2.38,-0.17512410580873575,48.02887230836113,4,0
2.39,-0.1745420596662694,47.744794717613956,4,0
2.4,-0.17395107294450257,47.46114473174411,4,0
2.41,-0.17335135857738446,47.17799575687438,4,0
2.42,-0.17274313177961736,46.89542062301122,4,0
2.43,-0.17212660754731768,46.613491240981354,4,0
2.44,-0.17150200236218957,46.332277637985584,4,0
2.45,-0.17086953265614835,46.05185082215924,4,0
2.46,-0.1702294160177369,45.772280531755,4,0
2.47,-0.16958186566479463,45.493636014461,4,0
2.48,-0.16892709793246516,45.215985741874476,4,0
2.49,-0.16826533109261893,44.939397454518605,4,0
2.5,-0.16759678273826967,44.66393793520005,4,0
2.51,-0.16692167098585942,44.38967188268085,4,0
2.52,-0.16624021418751697,44.116664987196785,4,0
2.53,-0.16555263115494082,43.84498153749388,4,0
2.54,-0.1648591367196802,43.57468541486141,4,0
2.55,-0.16415994780965995,43.3058395665218,4,0
2.56,-0.16345528289641678,43.0385060535346,4,0
2.57,-0.16274535937468765,42.772745959848834,4,0
2.58,-0.162030394244151,42.50861811974196,4,0
2.59,-0.16131060498338298,42.24618235231948,4,0
2.6,-0.16058620887615313,41.98549696814433,4,0
2.61,-0.15985741957443128,41.72661993815316,4,0
2.62,-0.1591244519186826,41.46960818353422,4,0
2.63,-0.1583875218599167,41.2145175872112,4,0
2.64,-0.1576468436791902,40.96140304491155,4,0
2.65,-0.15690262902059468,40.71031702997383,4,0
2.66,-0.15615509178597567,40.461313026871046,4,0
2.67,-0.15540444439488843,40.21444290766277,4,0
2.68,-0.15465089873637747,39.969757599645064,4,0
2.69,-0.15389466616897723,39.72730708535061,4,0
2.7,-0.15313595752071166,39.48714040254863,4,0
2.71,-0.15237498153338166,39.24930595264706,4,0
2.72,-0.1516119394260095,39.01385257842699,4,0
2.73,-0.15084704380427627,38.78082581546465,4,0
2.74,-0.15008050162171613,38.550271269878266,4,0
2.75,-0.14931251911840723,38.32223363928942,4,0
2.76,-0.14854330182097192,38.09675671282324,4,0
2.77,-0.14777305454257653,37.87388337110819,4,0
2.78,-0.14700196431576393,37.653651746389,4,0
2.79,-0.14623023852006453,37.436103800735324,4,0
2.8,-0.14545807899695226,37.22127950224887,4,0
2.81,-0.14468568471798474,37.00921742535967,4,0
2.82,-0.1439132536812866,36.79995517750979,4,0
2.83,-0.143140982911549,36.593529399153205,4,0
2.84,-0.14236905456074156,36.389973812655,4,0
2.85,-0.14159765517098066,36.18932192630023,4,0
2.86,-0.14082698363291635,35.991608151445845,4,0
2.87,-0.14005722925049433,35.79686472337998,4,0
2.88,-0.1392885800272523,35.605122864504054,4,0
2.89,-0.13852122266631978,35.41641278433255,4,0
2.9,-0.13775533794955602,35.23076342347813,4,0
2.91,-0.13699109294869888,35.048202022116946,4,0
2.92,-0.1362286782548305,34.86875618265569,4,0
2.93,-0.13546827220825952,34.69245188791848,4,0
2.94,-0.13471005156700297,34.519314092225066,4,0
2.95,-0.13395419150678603,34.34936672139079,4,0
2.96,-0.1332008656210426,34.18263267272664,4,0
2.97,-0.13245023098043365,34.01913414507918,4,0
2.98,-0.1317024630077124,33.85889186843377,4,0
2.99,-0.13095772926374732,33.7019256829896,4,0
3,-0.13021619465781314,33.54825442406267,4,0
3.01,-0.12947802231899663,33.397895902836254,4,0
3.02,-0.12874337359619661,33.250866906360784,4,0
3.03,-0.12801239993442065,33.107183458080414,4,0
3.04,-0.12728525587281864,32.96686040098713,4,0
3.05,-0.1265620993775176,32.82991138694686,4,0
3.06,-0.12584308262714589,32.69634917220684,4,0
3.07,-0.12512835584324392,32.566185494554674,4,0
3.08,-0.12441806729026447,32.43943107331836,4,0
3.09,-0.12371236022790512,32.31609579847299,4,0
3.1,-0.1230113702359125,32.196188896635746,4,0
3.11,-0.12231524245557289,32.079717861237306,4,0
3.12,-0.12162411458915103,31.96668950740083,4,0
3.13,-0.12093812194879776,31.857109658659027,4,0
3.14,-0.1202573974275431,31.750983148753914,4,0
3.15,-0.11958207147029003,31.64831382343675,4,0
3.16,-0.11891227204480759,31.549104542267877,4,0
3.17,-0.11824812461272466,31.453357180416504,4,0
3.18,-0.11758975210052305,31.36107263046061,4,0
3.19,-0.1169372748705313,31.27225080418677,4,0
3.2,-0.11629081069191774,31.186890634389982,4,0
3.21,-0.1156504747116844,31.104990076673605,4,0
3.22,-0.1150163874820807,31.026548308566984,4,0
3.23,-0.11438865892453307,30.951561365539366,4,0
3.24,-0.11376739399348293,30.880023695473138,4,0
3.25,-0.11315269826221656,30.811929691860836,4,0
3.26,-0.11254467467126353,30.74727281667057,4,0
3.27,-0.11194342350599616,30.68604560394762,4,0
3.28,-0.11134904237422923,30.628239663416053,4,0
3.29,-0.11076162618381931,30.573845684080304,4,0
3.3,-0.11018126712026444,30.522853437826804,4,0
3.31,-0.10960805462430359,30.47525178302554,4,0
3.32,-0.10904207536951623,30.431028668131678,4,0
3.33,-0.10848341785559007,30.390173259520566,4,0
3.34,-0.10793217297524862,30.35267621631106,4,0
3.35,-0.10738841145164828,30.318519320464,4,0
3.36,-0.1068522099460306,30.287687506016052,4,0
3.37,-0.10632364236934178,30.26016487440434,4,0
3.38,-0.10580277986549334,30.23593470067334,4,0
3.39,-0.10528969079462261,30.214979439681848,4,0
3.4,-0.10478444071635334,30.197280732309906,4,0
3.41,-0.10428709237305644,30.1828194116658,4,0
3.42,-0.10379770567311028,30.171575509292886,4,0
3.43,-0.10331633986381904,30.16352888385149,4,0
3.44,-0.10284308014894573,30.158666798904637,4,0
3.45,-0.10237795843786326,30.15696140448847,4,0
3.46,-0.1019210257446982,30.15839032967347,4,0
3.47,-0.10147233042634728,30.16293050704328,4,0
3.48,-0.10103191817687217,30.17055818206689,4,0
3.49,-0.10059983202189364,30.181248922470665,4,0
3.5,-0.10017611231298656,30.19497762761046,4,0
3.51,-0.09976079672207415,30.21171853784379,4,0
3.52,-0.0993539202358227,30.231445243901845,4,0
3.53,-0.09895551515003616,30.254130696261658,4,0
3.54,-0.09856562075889037,30.27974814987006,4,0
3.55,-0.09818426030146124,30.3082689498725,4,0
3.56,-0.09781145742053664,30.33966412946156,4,0
3.57,-0.09744723458134553,30.373904267229786,4,0
3.58,-0.09709161162561002,30.41095935757855,4,0
3.59,-0.0967446057698749,30.45079882046978,4,0
3.6,-0.09640623160383695,30.493391511177652,4,0
3.61,-0.09607650108867483,30.538705730040405,4,0
3.62,-0.09575542355537835,30.58670923221206,4,0
3.63,-0.09544300570307819,30.637369237414166,4,0
3.64,-0.09513926804422965,30.6906560665609,4,0
3.65,-0.09484421473322377,30.74653649846058,4,0
3.66,-0.0945578384305338,30.80497485258125,4,0
3.67,-0.09428013772836036,30.865936841887844,4,0
3.68,-0.09401110882268858,30.929387746477747,4,0
3.69,-0.09375074552208815,30.99529242564155,4,0
3.7,-0.09349903925651316,31.063615329923635,4,0
3.71,-0.09325597908610248,31.134320513183027,4,0
3.72,-0.09302155170997954,31.20737164465406,4,0
3.73,-0.09279574147505248,31.28273202100702,4,0
3.74,-0.09257853410197364,31.360364868530386,4,0
3.75,-0.09236991422873934,31.44023316278453,4,0
3.76,-0.0921698552394106,31.522298846115007,4,0
3.77,-0.09197833306512894,31.6065239161852,4,0
3.78,-0.09179532142127919,31.692870065614308,4,0
3.79,-0.09162079182033639,31.781298694354,4,0
3.8,-0.09145471358471284,31.871770922064957,4,0
3.81,-0.09129705385960499,31.964247600493405,4,0
3.82,-0.09114777762584052,32.058689325847745,4,0
3.83,-0.09100684771272519,32.1550564511751,4,0
3.84,-0.09087422755445315,32.253309491689556,4,0
3.85,-0.090749891839308,32.353410660559426,4,0
3.86,-0.09063378671556802,32.4553181798641,4,0
3.87,-0.09052586820604365,32.55899179312076,4,0
3.88,-0.09042609041919765,32.66439108733766,4,0
3.89,-0.0903344055696381,32.771475506485864,4,0
3.9,-0.09025076399861208,32.88020436497101,4,0
3.91,-0.0901751141944988,32.99053686110504,4,0
3.92,-0.09010740281330283,33.1024320905779,4,0
3.93,-0.09004757469914755,33.21584905992929,4,0
3.94,-0.08999557290476845,33.330746700020384,4,0
3.95,-0.08995134572981471,33.447082830738225,4,0
3.96,-0.08991482920430324,33.56481679526775,4,0
3.97,-0.08988596130496272,33.683907352082876,4,0
3.98,-0.08986467880084466,33.80431316288435,4,0
3.99,-0.08985091683919445,33.92599287102314,4,0
4,-0.08984460896881424,34.04890511454328,4,0
4.01,-0.08984568716342593,34.17300853922478,4,0
4.02,-0.08985408184503396,34.29826181162644,4,0
4.03,-0.08986972190728854,34.424623632128814,4,0
4.04,-0.08989253473884833,34.55205274797701,4,0
4.05,-0.08992245537831577,34.68050779055,4,0
4.06,-0.08995940766404414,34.80994765170057,4,0
4.07,-0.09000331249073591,34.94033133831661,4,0
4.08,-0.09005409265596884,35.07161789252293,4,0
4.09,-0.09011166968914311,35.20376646621353,4,0
4.1,-0.09017596388002576,35.336736333994644,4,0
4.11,-0.09024689430729524,35.470486906127945,4,0
4.12,-0.090324378867086,35.60497774147361,4,0
4.13,-0.09040833430153304,35.74016856043357,4,0
4.14,-0.09049867622731647,35.876019257894555,4,0
4.15,-0.09059532087718862,36.01248867286098,4,0
4.16,-0.09069818304466028,36.14953611389593,4,0
4.17,-0.09080717387903428,36.28712299318255,4,0
4.18,-0.09092220512155774,36.42520978551787,4,0
4.19,-0.09104318756541266,36.563757179737486,4,0
4.2,-0.09117003108577258,36.70272609056132,4,0
4.21,-0.09130264466985895,36.842077670439465,4,0
4.22,-0.09144093644699766,36.9817733213979,4,0
4.23,-0.09158481371867538,37.12177470688428,4,0
4.24,-0.09173418298859613,37.26204376361365,4,0
4.25,-0.09188895138942149,37.40254216828389,4,0
4.26,-0.09204902844926897,37.54323067168226,4,0
4.27,-0.0922143153929746,37.68407329801591,4,0
4.28,-0.09238471638805562,37.82503297915131,4,0
4.29,-0.0925601350116305,37.9660729571642,4,0
4.3,-0.09274047428299098,38.1071567952037,4,0
4.31,-0.09292563669617397,38.248248388356245,4,0
4.32,-0.09311552425253339,38.38931197450949,4,0
4.33,-0.09331003849331222,38.53031214521629,4,0
4.34,-0.09350908053221449,38.67121385655879,4,0
4.35,-0.09371255107596528,38.811982396742934,4,0
4.36,-0.09392034930122921,38.95257923401127,4,0
4.37,-0.09413237593661457,39.092973012318566,4,0
4.38,-0.09434853061465115,39.23312990603071,4,0
4.39,-0.09456871269309411,39.37301647199653,4,0
4.4,-0.09479282128704655,39.51259965879339,4,0
4.41,-0.09502075530108223,39.6518468159728,4,0
4.42,-0.09525241346136838,39.790725703306045,4,0
4.43,-0.09548769434778819,39.92920450002973,4,0
4.44,-0.09572649642606353,40.06725181409143,4,0
4.45,-0.0959687180798777,40.20483669139519,4,0
4.46,-0.09621425738317717,40.34192543315219,4,0
4.47,-0.09646301271738748,40.478488792986106,4,0
4.48,-0.09671488244452353,40.61449757571676,4,0
4.49,-0.09696976491117067,40.74992230088956,4,0
4.5,-0.09722755853947393,40.884733935192386,4,0
4.51,-0.09748816185913078,41.018903900107354,4,0
4.52,-0.09775147353938408,41.15240407956261,4,0
4.53,-0.09801739242101525,41.285206827584204,4,0
4.54,-0.0982858175483368,41.417284975947766,4,0
4.55,-0.09855664820118562,41.54861184183045,4,0
4.56,-0.09882978087089643,41.67915865868238,4,0
4.57,-0.09910511419597137,41.80889871856999,4,0
4.58,-0.09938254990294691,41.93780814617381,4,0
4.59,-0.09966198802059222,42.065861844163095,4,0
4.6,-0.09994332892123377,42.193035195079794,4,0
4.61,-0.10022647335049165,42.319304067087465,4,0
4.62,-0.10051132245701562,42.444644819720274,4,0
4.63,-0.1007977778222216,42.56903430963206,4,0
4.64,-0.10108574149002778,42.692449896345266,4,0
4.65,-0.10137511599659076,42.81486944799994,4,0
4.66,-0.10166580275786385,42.93626996766443,4,0
4.67,-0.10195770217465118,43.05662766235192,4,0
4.68,-0.102250720788297,43.17592393460755,4,0
4.69,-0.10254476291987956,43.294138340157495,4,0
4.7,-0.1028397334820441,43.411250930634004,4,0
4.71,-0.10313553800657313,43.5272422575049,4,0
4.72,-0.10343208267195626,43.642093376002855,4,0
4.73,-0.10372927433096038,43.755785849054774,4,0
4.74,-0.10402702053819943,43.868301751211135,4,0
4.75,-0.10432522957770489,43.97962367257545,4,0
4.76,-0.10462380973413239,44.08973433487259,4,0
4.77,-0.10492266249498645,44.19861309535892,4,0
4.78,-0.10522170364482496,44.30624675366649,4,0
4.79,-0.1055208438865452,44.41261960424097,4,0
4.8,-0.10581999470986905,44.51771643547695,4,0
4.81,-0.10611906841534612,44.62152253181817,4,0
4.82,-0.10641797813835709,44.72402367585799,4,0
4.83,-0.10671663787311694,44.825206150439655,4,0
4.84,-0.10701496249667826,44.92505674075662,4,0
4.85,-0.10731286779293463,45.023562736453,4,0
4.86,-0.10761027047662373,45.1207119337238,4,0
4.87,-0.10790708035469705,45.21648893715873,4,0
4.88,-0.10820321923442915,45.31088404894584,4,0
4.89,-0.10849860702578071,45.40388671926885,4,0
4.9,-0.10879316358773881,45.49548640602268,4,0
4.91,-0.10908680974865327,45.58567304580096,4,0
4.92,-0.1093794673267456,45.67443705435196,4,0
4.93,-0.10967105915061831,45.761769327034585,4,0
4.94,-0.10996150907976412,45.8476612392743,4,0
4.95,-0.11025074202507489,45.93210464701913,4,0
4.96,-0.11053868396935101,46.015091887195624,4,0
4.97,-0.11082525530210373,46.09661349471944,4,0
4.98,-0.11111038348909222,46.1766625231175,4,0
4.99,-0.11139400009814109,46.25523352217293,4,0
5,-0.11167603463615819,46.332320426462914,4,0
5.01,-0.11195641768691789,46.40791762049277,4,0
5.02,-0.11223508092734481,46.48201993770873,4,0
5.03,-0.1125119571437975,46.554622659510706,4,0
5.04,-0.11278698024835208,46.62572151426514,4,0
5.05,-0.11306008529508603,46.69531267631769,4,0
5.06,-0.11333120849636164,46.76339276500613,4,0
5.07,-0.11360028339683532,46.82995769171293,4,0
5.08,-0.11386724400572341,46.89500359308699,4,0
5.09,-0.11413203386349119,46.95852954347691,4,0
5.1,-0.11439459308856147,47.02053366550899,4,0
5.11,-0.11465486294825002,47.0810144946396,4,0
5.12,-0.11491278587107767,47.13997097697705,4,0
5.13,-0.1151683054590827,47.19740246710389,4,0
5.14,-0.11542136650013288,47.25330872589885,4,0
5.15,-0.11567191498023782,47.30768991835906,4,0
5.16,-0.11591989809586094,47.36054661142199,4,0
5.17,-0.11616526260698644,47.4118794108349,4,0
5.18,-0.11640794978766288,47.46168785783804,4,0
5.19,-0.11664791595874395,47.50997489100756,4,0
5.2,-0.11688511238144242,47.55674246743627,4,0
5.21,-0.11711949149592989,47.60199291502447,4,0
5.22,-0.11735100692953783,47.64572892940757,4,0
5.23,-0.11757961350495919,47.687953570884076,4,0
5.24,-0.11780526724844921,47.72867026134324,4,0
5.25,-0.1180279253980273,47.767882781192974,4,0
5.26,-0.11824754641167783,47.80559526628761,4,0
5.27,-0.11846408997555163,47.84181220485564,4,0
5.28,-0.1186775078406525,47.876536804829954,4,0
5.29,-0.11888776699459919,47.909775106484425,4,0
5.3,-0.11909483048260841,47.94153257017076,4,0
5.31,-0.11929866212024286,47.97181490915151,4,0
5.32,-0.11949922690653948,48.000628158475514,4,0
5.33,-0.11969649102854978,48.027978671255234,4,0
